taxi_group_name,driver_full_name,disabled,deleted,vehicle_brand,experience_group,awards,endurance_score,profitability_score,safety_adherence_score,efficiency_score,no_of_1_star_rating,no_of_2_star_rating,no_of_3_star_rating,no_of_4_star_rating,no_of_5_star_rating
Thomas Ltd,Dennis Lee,0,0,16,6,0,-0.451395,0.996708,2.44556,-1.16576,10,30,36,15,22
Thomas Ltd,Dorothy Foster,0,0,12,4,0,0.15858,0.14176,-0.326435,1.50101,4,23,14,27,45
Thomas Ltd,Diane Thorpe,0,0,2,3,0,0.187226,0.949735,1.20629,0.488504,7,15,20,43,39
Thomas Ltd,Carol Kay,0,1,17,4,0,0.349705,-0.898348,-0.886948,-1.27143,4,14,20,31,39
Thomas Ltd,Max Robinson,0,0,12,3,0,-0.330974,0.33455,-0.190392,-0.918427,9,17,33,40,24
Thomas Ltd,Katie Morrison,0,0,10,4,0,1.42789,0.993887,1.35429,-0.745231,14,27,49,13,15
Thomas Ltd,Angela Hilton,0,0,15,1,0,0.0370023,-0.624108,1.7002,-0.389499,18,32,52,11,11
Thomas Ltd,Stuart Lee,0,0,8,3,0,-0.121722,1.03868,-0.229582,-0.206837,17,29,47,21,19
Thomas Ltd,Brandon Patel,0,0,17,3,1,1.23348,2.25132,0.472084,0.722338,5,14,19,45,46
Thomas Ltd,Mohamed Gardner,0,0,17,6,0,-0.802302,-0.854479,-0.457879,-0.781254,29,40,55,14,16
Thomas Ltd,Kyle White,0,0,9,2,0,-0.650139,-1.05187,-0.78813,0.325296,14,24,33,22,29
Thomas Ltd,Connor Howarth,0,0,10,1,0,1.35733,1.52173,1.4444,-0.997843,16,31,41,18,12
Thomas Ltd,Denise Knight,0,0,10,4,0,1.86097,1.9473,1.75371,-1.06605,24,27,45,21,18
Thomas Ltd,Denise Jones,0,0,17,5,0,0.160048,-0.360635,-0.655566,0.116164,10,24,37,29,32
Thomas Ltd,Shirley Robinson,0,0,15,1,0,-1.42058,-1.17831,0.911474,-1.08865,16,33,56,13,12
Thomas Ltd,Leslie Wright,0,0,6,1,0,0.274567,1.52382,1.17884,1.02349,2,7,8,61,52
Thomas Ltd,Adam Bradshaw,0,0,1,5,0,0.0529022,0.246813,-0.116718,-0.284377,15,25,47,16,17
Thomas Ltd,Stephen Clayton,0,0,17,2,0,-0.57416,-0.696731,0.30306,-1.06679,14,30,39,14,19
Thomas Ltd,Connor Curtis,0,0,14,4,0,-0.0563709,2.7456,0.741904,1.3865,5,14,30,46,39
Thomas Ltd,Megan Alexander,0,0,0,5,0,-0.758873,-0.0966046,-0.998667,-0.279826,0,6,11,43,49
Thomas Ltd,Diana Thompson,1,0,17,1,0,0.970686,2.32215,1.17498,0.402485,10,18,24,38,41
Thomas Ltd,Megan Wilson,0,0,9,4,1,1.20948,0.663637,0.136461,1.92677,0,2,12,56,58
Thomas Ltd,Georgia Webster,0,0,12,4,0,0.189088,0.711933,-0.235975,1.61003,13,41,47,16,9
Thomas Ltd,James Barnes,0,0,1,6,1,2.28945,1.63997,0.754359,0.967675,3,7,15,50,59
Thomas Ltd,Lisa Walsh,0,0,10,2,0,-0.122397,-0.164574,1.0941,0.543871,19,35,55,10,14
Thomas Ltd,Elliot Cox,0,0,14,1,1,1.43177,2.28564,-0.150456,2.38994,4,3,6,61,63
Thomas Ltd,Yvonne Bennett,0,0,14,3,1,-0.843854,0.420694,0.607859,3.94814,4,15,15,60,53
Thomas Ltd,Sheila Wright,0,0,0,4,0,-0.453365,-0.538934,0.328375,-1.12071,14,31,61,5,11
Thomas Ltd,Harriet Brooks,0,0,3,4,0,-0.948957,-0.368265,-1.31745,-0.79551,12,13,28,39,28
Thomas Ltd,Gerard Marsh,0,0,12,5,0,1.42003,-0.570615,1.77057,-0.553212,10,35,42,25,23
Thomas Ltd,Eric Harrison,0,0,13,1,0,-0.231164,0.348502,1.46434,-0.301652,19,47,60,12,8
Thomas Ltd,Liam Kelly,0,0,9,4,0,0.807188,0.407404,0.12007,-0.27879,8,36,52,10,8
Thomas Ltd,Callum Shah,0,0,0,6,0,-0.93584,-1.76738,-0.476467,-1.28701,24,37,63,7,4
Thomas Ltd,Alex Allen,0,0,1,2,0,0.223206,0.34607,-0.747322,0.855877,8,26,36,28,28
Thomas Ltd,Denis O'Neill,0,0,6,2,0,-1.01492,-0.158882,-1.24828,0.46559,4,7,14,62,56
Thomas Ltd,Natalie Oliver,0,1,11,2,0,-0.722147,-0.952645,-0.989536,-0.590557,24,28,57,6,1
Thomas Ltd,Ben Gordon,0,0,2,3,1,0.411488,0.0216969,0.578629,1.34191,8,24,45,15,17
Thomas Ltd,Cameron Ahmed,0,0,5,1,0,-1.17648,0.12856,-1.22994,0.0499795,5,15,18,33,42
Thomas Ltd,Leonard Newman,0,0,14,4,0,-0.0153709,2.6966,0.666904,1.3475,8,14,30,46,41
Thomas Ltd,Susan Cooper,0,0,0,4,0,0.385833,0.186571,-0.748817,-0.0520108,14,40,58,8,-1
Thomas Ltd,Daniel Bennett,0,0,2,3,0,0.202126,-0.310241,0.455913,0.478191,15,35,34,25,14
Thomas Ltd,Angela Johnson,0,0,3,2,1,0.892619,0.120817,0.0582951,1.55262,16,23,52,22,23
Thomas Ltd,Trevor Roberts,0,0,4,6,0,0.562585,-0.061515,0.336592,0.21777,20,22,37,20,16
Thomas Ltd,Chelsea Johnston,0,0,2,5,1,2.26479,1.32319,0.509752,0.9945,2,5,13,35,42
Thomas Ltd,Eric Turner,0,0,17,4,0,1.7248,0.185956,-0.20751,-1.06779,30,48,57,5,12
Thomas Ltd,Owen Joyce,0,0,2,3,1,0.406174,0.566902,1.38051,1.42256,1,3,13,54,61
Thomas Ltd,Bethan Todd,0,0,13,3,0,1.26493,-0.113445,0.292744,-0.521122,20,29,38,14,10
Thomas Ltd,Caroline Spencer,0,1,17,5,0,0.232146,-0.212512,-0.510895,-0.318374,23,28,40,16,20
Thomas Ltd,Phillip Taylor,0,0,4,6,0,0.43584,-0.396868,-0.108376,0.221962,9,23,39,26,24
Thomas Ltd,Barry Smith,0,0,10,3,1,1.14056,2.17153,2.16549,0.806133,6,13,13,52,47
Thomas Ltd,Leslie Stevens,0,0,6,2,0,-0.666246,-0.970878,1.44671,-1.32781,14,35,68,2,2
Thomas Ltd,Glen Smith,0,0,0,4,0,-0.437365,-0.522934,0.262375,-1.16771,15,30,57,9,13
Thomas Ltd,Donald Chapman,0,0,12,2,0,-0.505354,-0.192717,-0.522368,0.600527,4,8,3,65,48
Thomas Ltd,Nicola Dawson,0,0,6,6,0,0.286499,-0.244705,-0.0393121,1.2087,11,15,27,38,24
Thomas Ltd,Bruce Murray,0,0,14,4,0,-0.908449,-1.52867,-0.733392,-0.855718,-2,5,5,58,55
Thomas Ltd,Andrea Allen,0,0,14,4,0,-1.98074,-1.60289,-0.998769,-0.191408,10,36,48,13,14
Thomas Ltd,Amelia Newman,0,0,15,6,0,0.0450386,0.741605,1.34329,-0.0768873,9,35,48,20,18
Thomas Ltd,Brett Davis,0,0,14,5,0,-0.644121,-0.781731,-0.679309,-1.33461,8,33,35,20,14
Thomas Ltd,Duncan Watson,0,0,1,5,0,0.0525509,-0.817916,0.0733698,-0.286446,6,12,26,58,51
Thomas Ltd,Brandon Palmer,0,0,0,2,0,0.277989,0.389269,2.03916,-0.985223,14,32,41,11,8
Thomas Ltd,Malcolm Davies,0,0,15,6,1,-0.783048,2.50949,1.10504,1.51529,10,19,36,15,24
Thomas Ltd,Lisa Taylor,0,0,17,1,0,2.40335,0.197567,0.130865,-0.191546,6,17,22,50,44
Thomas Ltd,Liam Gough,0,0,12,4,0,0.186088,0.560933,-0.245975,1.51903,13,43,49,15,7
Thomas Ltd,Owen King,0,0,1,4,1,0.0585117,0.32344,0.505051,2.01708,4,8,7,60,57
Thomas Ltd,Andrew Thompson,0,0,5,5,0,1.36798,1.9534,0.649642,-0.812165,15,23,54,12,14
Thomas Ltd,Patricia Young,0,0,5,5,0,-0.156084,1.44504,-0.526151,1.29271,9,20,40,29,37
Thomas Ltd,Martyn Scott,0,0,13,1,0,0.891149,0.490284,0.396717,0.315673,22,37,34,28,27
Thomas Ltd,Martin Clarke,0,0,17,3,0,2.33511,-0.272162,-1.1489,-0.263305,-3,-2,7,52,64
Thomas Ltd,Charlotte Grant,1,0,12,2,0,-0.0403504,0.0493925,-0.191251,0.528802,18,49,50,5,14
Thomas Ltd,Leigh McDonald,0,0,6,3,0,0.12651,0.616814,-0.0929804,-1.00474,17,27,53,5,11
Thomas Ltd,Phillip Roberts,0,0,9,5,0,-0.772225,-0.861139,-0.832986,-0.178751,6,1,5,59,60
Thomas Ltd,Conor Hunt,0,1,2,6,1,1.53738,0.732427,1.59852,0.84443,9,6,11,47,66
Thomas Ltd,Jack Bird,0,0,12,5,0,-0.293779,-0.565276,-0.80352,0.204138,10,16,22,23,58
Thomas Ltd,Marion Clark,0,0,9,4,0,-0.380268,-0.220272,-0.250619,0.744444,6,32,48,19,14
Thomas Ltd,Robert Gibbons,0,0,13,1,0,0.775149,0.444284,0.354717,0.228673,20,35,36,29,29
Thomas Ltd,Hayley Carter,0,0,12,1,0,0.803542,-0.655255,0.0394339,-1.41654,4,22,23,48,39
Thomas Ltd,Abigail Jones,0,0,0,1,0,-0.153496,2.41598,1.44762,1.24937,6,12,23,37,43
Thomas Ltd,Aaron Houghton,0,0,3,3,0,-1.15642,-1.10741,-1.14773,-0.0831485,8,8,24,48,40
Thomas Ltd,Megan Reid,0,1,4,1,0,0.978178,-0.297748,0.0393111,-0.214446,23,31,52,6,11
Thomas Ltd,Elizabeth Hughes,0,0,14,4,0,-1.87674,-1.72989,-0.937769,-0.239408,8,35,48,11,13
Thomas Ltd,Emily Harris,0,0,9,5,0,-0.332856,-0.657333,-0.0628549,0.58197,8,24,25,19,30
Thomas Ltd,Guy Yates,0,0,9,3,0,0.027786,0.86243,0.00319879,2.64602,2,6,2,58,55
Thomas Ltd,Maurice Brown,0,0,6,2,0,-0.400149,-0.516231,-0.449296,0.365156,11,18,28,24,34
Thomas Ltd,Allan Palmer,0,0,17,2,0,-0.196908,0.514403,-0.0414056,0.591972,11,26,44,19,16
Thomas Ltd,Patricia Smith,0,0,17,1,0,-1.15601,-0.968218,-1.16814,0.752372,5,8,7,46,48
Thomas Ltd,Carole Gough,0,0,17,2,0,0.891501,-0.0430188,0.0788243,0.155945,12,29,48,11,19
Thomas Ltd,Carol Brown,0,0,16,6,0,-0.432395,1.03871,2.50356,-1.23176,13,30,37,13,20
Thomas Ltd,Katie Field,0,0,0,5,0,-1.1084,-0.743255,0.843813,-0.815887,20,28,44,21,17
Thomas Ltd,Rita Burton,0,0,12,4,0,1.66626,0.252002,0.771974,-0.679178,9,16,27,28,33
Thomas Ltd,Jennifer Singh,0,0,0,3,0,-2.59223,0.370612,-0.941149,-1.05881,2,2,4,50,56
Thomas Ltd,Lauren Vincent,0,0,6,1,0,-0.22479,1.6256,-0.390125,-0.0976306,2,1,6,64,64
Thomas Ltd,Damian Butler,0,0,16,5,1,0.783629,0.251991,1.70432,1.42101,6,10,15,42,60
Thomas Ltd,Bruce Wheeler,0,0,15,5,1,0.88853,1.50623,0.447458,1.31218,3,3,5,66,48
Thomas Ltd,Kim Williams,0,0,17,2,0,2.1084,-0.723811,-0.571916,-0.0695617,6,17,30,38,20
Thomas Ltd,Jasmine Hewitt,0,0,1,5,0,-1.03902,-0.957971,-1.10557,-0.0589562,11,8,20,34,33
Thomas Ltd,Amanda Hunter,0,0,15,6,0,0.0700386,0.779605,1.32929,-0.0168873,12,34,46,16,18
Thomas Ltd,Margaret Marshall,0,0,17,6,0,-1.20364,-0.769408,-1.15482,0.106549,1,10,9,50,54
Thomas Ltd,Trevor Holmes,0,0,17,3,1,1.17771,0.734132,0.557004,0.818374,1,6,9,50,48
Thomas Ltd,Gerald Hope,0,0,13,1,0,0.374977,0.128961,-0.684552,-1.4077,12,27,30,38,29
Thomas Ltd,Caroline Parker,0,0,9,4,0,0.134216,0.638444,-0.0112905,-0.856421,7,13,22,35,49
Thomas Ltd,Barbara Ford,0,1,2,5,1,2.23979,1.29419,0.504752,0.8955,-1,7,12,34,42
Thomas Ltd,Dean Ahmed,0,0,17,5,0,0.203087,0.264058,-0.340277,0.938175,12,30,41,20,24
Thomas Ltd,Connor Page,0,0,2,6,0,0.818501,0.729567,-0.149403,0.438019,14,18,38,23,39
Thomas Ltd,Lisa Mitchell,1,0,6,1,0,-0.157888,0.401728,-0.523972,0.923671,1,6,8,55,63
Thomas Ltd,Andrew Taylor,0,0,17,3,0,1.59575,-0.0382087,-0.0445821,-0.270998,16,27,34,38,34
Thomas Ltd,Katy Williams,0,0,1,5,0,-0.207496,1.32293,0.832126,0.150738,16,17,22,22,33
Thomas Ltd,Liam Adams,0,0,16,3,0,-0.0488801,1.9583,5.04037,-0.674593,13,37,43,31,33
Thomas Ltd,Robin Taylor,0,0,12,4,0,-0.540335,-0.38248,-0.93844,0.627388,2,16,27,38,41
Thomas Ltd,Kevin Smith,0,0,2,3,0,-0.080593,0.523015,0.757629,-0.714521,13,28,44,14,24
Thomas Ltd,Paul Hall,0,0,3,2,0,-1.85076,-1.15503,-1.92603,-0.226305,12,15,29,35,27
Thomas Ltd,Joyce Evans,0,0,12,3,0,0.171793,1.03876,-0.509151,0.709995,10,20,20,50,41
Thomas Ltd,Margaret Brennan,0,0,16,6,0,-0.320248,2.14778,-0.830258,-0.338582,11,29,45,18,24
Thomas Ltd,Elaine Hussain,0,0,17,3,0,-1.12083,-1.59936,-1.42343,0.602251,3,5,4,48,58
Thomas Ltd,Samantha Morton,0,0,10,4,0,1.48689,1.06089,1.50629,-0.664231,17,30,52,15,15
Thomas Ltd,Nicole Taylor,0,0,0,5,0,-0.0292547,0.477694,1.69993,-0.875197,17,30,40,23,19
Thomas Ltd,Jean May,0,0,17,5,0,0.107393,0.982137,1.8478,-1.1664,17,29,54,16,15
Thomas Ltd,Joanne Nelson,0,0,8,4,0,-0.810324,0.353174,1.14566,-1.19742,1,12,20,63,52
Thomas Ltd,Albert Howard,0,0,9,6,0,-0.560266,-0.611292,-0.24448,-1.04164,5,9,12,62,41
Thomas Ltd,Jenna Hunt,0,0,17,1,0,2.36001,-0.366882,-0.482253,-0.125732,5,27,32,18,20
Thomas Ltd,Aaron Smith,0,0,14,5,1,1.14517,0.554933,0.895859,1.03856,2,2,3,58,58
Thomas Ltd,Geoffrey Dodd,0,0,3,1,0,-1.11618,-1.58664,-0.825285,1.12638,7,17,21,33,35
Thomas Ltd,Maria Lewis,0,0,9,3,0,-0.357836,1.63554,0.100939,-0.0283348,20,37,55,10,16
Thomas Ltd,Dylan Hunter,0,0,0,3,0,-0.907332,-1.1171,-1.33988,-1.65855,5,8,12,53,45
Thomas Ltd,Jamie White,0,0,17,2,0,-0.785714,-0.469635,-0.376349,-0.938616,4,6,7,45,54
Thomas Ltd,Leslie Mahmood,0,0,14,5,0,1.76959,-0.718868,0.314407,-1.41528,18,52,54,1,-2
Thomas Ltd,Sophie Holmes,0,0,0,1,0,-0.730186,-1.86567,-0.511684,-1.3494,16,31,50,10,7
Thomas Ltd,Helen Wong,0,0,9,4,0,-0.266268,-0.363272,-0.326619,0.713444,4,36,49,18,15
Thomas Ltd,Garry Nelson,0,0,4,6,0,-0.582618,-1.00176,-0.845336,-0.543073,20,38,57,19,17
Thomas Ltd,Richard Miller,0,0,3,3,0,-0.344563,-0.967231,-1.03037,1.01584,-1,4,7,63,59
Thomas Ltd,Ashley Hill,0,0,14,1,0,0.580161,-0.276167,-0.0830766,-0.125834,21,35,51,13,14
Thomas Ltd,Terence O'Sullivan,0,0,16,4,1,1.2646,1.27688,1.43944,0.754306,1,7,4,57,67
Thomas Ltd,Gordon Savage,0,0,11,6,0,-0.536824,-0.239211,0.279274,-1.41427,11,27,42,33,22
Thomas Ltd,Lee Townsend,0,0,12,1,0,-1.44012,-0.800391,-1.19229,0.222978,-1,5,2,72,50
Thomas Ltd,Roger Sims,1,0,12,3,0,-0.433895,0.157016,-0.470692,1.97849,5,11,25,40,47
Thomas Ltd,Damien Fletcher,0,0,17,1,0,-0.97485,-1.00626,-0.32293,-0.942234,3,6,8,63,53
Thomas Ltd,Amelia Nixon,0,0,11,3,0,1.59467,0.122512,0.429955,-0.0698701,16,39,49,15,22
Thomas Ltd,Sarah Williamson,0,0,12,4,0,0.203686,-0.433745,-1.0108,0.842877,15,29,49,2,5
Thomas Ltd,Matthew Smith,0,0,13,6,0,-0.713832,-0.660676,-0.464675,-1.24475,16,18,31,29,38
Thomas Ltd,Natalie Bray,0,0,17,2,0,2.2364,-0.604811,-0.498916,0.0264383,9,18,29,39,20
Thomas Ltd,Clare Marshall,0,0,2,5,1,2.17679,1.35519,0.502752,0.9735,0,6,14,36,40
Thomas Ltd,Bethany Jones,0,0,6,3,0,-0.0628613,1.29768,0.814923,-1.75251,15,25,42,11,13
Thomas Ltd,Max Bishop,0,0,11,5,0,0.131578,0.443742,0.318151,0.317829,13,19,33,24,30
Thomas Ltd,Robert Hart,0,0,15,4,0,-1.54661,-1.06922,1.46891,-1.28134,14,23,39,26,27
Thomas Ltd,Pauline Ferguson,0,0,12,4,0,-0.191105,1.75764,0.648164,2.28333,-1,7,7,41,66
Thomas Ltd,Jake Duffy,0,0,15,3,0,-0.22033,-1.17948,0.076926,-1.62832,9,6,28,37,37
Thomas Ltd,Dale Howell,0,0,12,4,0,-0.140888,-0.0324012,0.366287,1.30496,10,10,21,48,46
Thomas Ltd,Melanie Smith,0,0,16,3,0,0.0751199,1.9723,4.93337,-0.640593,17,31,38,32,33
Thomas Ltd,Kirsty Grant,0,0,0,5,0,0.0664914,1.80485,1.01844,-1.74869,10,19,40,24,27
Thomas Ltd,Shaun Evans,0,0,9,6,0,-0.41975,-0.0838214,0.713493,-0.411876,23,42,59,15,8
Thomas Ltd,Ross Evans,0,0,1,5,0,-0.911233,0.167571,-0.110499,-0.194344,8,19,26,31,36
Thomas Ltd,Melissa Hill,0,0,11,2,0,-0.806147,-0.903645,-1.12054,-0.632557,26,26,58,5,6
Thomas Ltd,Trevor Murray,0,0,14,1,0,-1.16801,-1.40599,-1.50403,1.28461,18,22,33,20,17
Thomas Ltd,Emily Begum,0,0,12,4,0,-1.20806,-0.708775,-1.48864,-0.263033,3,26,31,26,28
Thomas Ltd,Allan Elliott,1,0,14,3,1,-0.660854,0.530694,0.435859,3.79714,5,15,13,61,53
Thomas Ltd,Hannah Hopkins,0,0,17,3,0,1.24852,0.433269,1.7709,-0.418673,10,39,43,21,16
Thomas Ltd,Joe Jones,0,0,15,5,0,-0.571003,1.05049,-0.88886,0.0232549,13,42,41,26,21
Thomas Ltd,Frances Lewis,0,0,14,5,0,-0.0757717,-1.13583,-0.670034,-1.30378,20,44,58,-1,2
Thomas Ltd,Caroline White,0,0,8,1,0,-1.04035,-0.806566,-0.98125,1.01946,11,20,37,28,31
Thomas Ltd,Naomi Reid,0,0,3,4,0,-0.788283,-0.509115,1.09434,0.709716,5,10,15,44,44
Thomas Ltd,Geraldine Smith,0,0,4,6,1,2.18163,1.6096,0.753396,1.00847,-2,6,3,55,49
Thomas Ltd,Brandon Parker,0,0,12,5,0,1.20111,-0.0289109,0.0228403,0.747754,4,-2,7,54,58
Thomas Ltd,Rachael Carter,0,0,14,1,0,-1.2061,-0.98333,-0.348315,0.666962,5,6,1,64,49
Thomas Ltd,Norman Clarke,0,0,9,1,0,-0.677343,-0.182724,-1.20378,-1.02984,7,14,40,25,22
Thomas Ltd,Albert Wright,0,0,6,2,0,-0.961918,-0.224882,-1.23128,0.55859,8,7,16,57,57
Thomas Ltd,June Watts,0,0,11,3,0,0.741346,-0.644012,-0.201697,-0.89582,27,39,57,4,4
Thomas Ltd,Jodie Freeman,0,0,15,1,0,0.34639,1.78017,0.445407,2.8106,0,0,5,70,67
Thomas Ltd,Sophie Miller,0,0,17,3,0,-1.98639,-1.88432,-1.82916,0.48264,10,26,37,21,16
Thomas Ltd,Stuart Steele,0,0,6,2,1,1.37685,1.51263,0.435886,0.754648,1,6,5,62,45
Thomas Ltd,Leonard Wilkinson,1,0,11,3,0,-0.0312155,-1.11249,-0.866606,-1.54766,4,7,1,35,45
Thomas Ltd,Marilyn Ferguson,0,0,9,5,0,0.195794,0.600785,-0.287363,1.14074,9,32,33,27,23
Thomas Ltd,Nathan Giles,0,0,11,3,0,0.827346,-0.556012,-0.0296969,-0.71482,26,38,60,6,2
Thomas Ltd,Sara Jones,0,0,11,2,0,-0.949271,-0.77896,-0.845641,0.255621,19,28,32,18,21
Thomas Ltd,Graham Baker,0,0,0,6,0,0.388898,-0.81462,-0.838162,0.654461,20,54,50,-1,12
Thomas Ltd,Anthony Page,0,0,12,6,0,0.250892,0.0822249,-0.387991,1.1149,20,24,36,22,23
Thomas Ltd,John Thompson,0,0,16,2,0,0.228931,1.45915,4.97739,-1.28233,24,46,54,13,11
Thomas Ltd,Amanda Cooper,0,0,2,3,0,0.151126,-0.203241,0.421913,0.404191,16,37,36,20,15
Thomas Ltd,Kayleigh Hill,0,0,6,5,0,1.6641,1.37295,-0.259769,-0.142735,16,28,43,26,31
Thomas Ltd,Trevor Webb,0,0,11,2,0,1.27852,0.707783,0.108907,-0.593247,8,38,47,19,19
Thomas Ltd,Derek Mason,0,0,11,5,0,0.0444318,-0.905214,-1.30834,1.1903,13,28,41,14,34
Thomas Ltd,Jeffrey Blackburn,0,0,17,2,0,0.116454,-1.91341,-0.731387,-0.875289,22,36,53,15,14
Thomas Ltd,Kyle Walton,0,0,1,5,0,-0.39221,0.809437,-0.498991,1.28661,13,22,31,34,34
Thomas Ltd,Mohamed Byrne,0,1,3,6,0,-0.932557,-1.19735,-1.23582,0.028252,16,29,42,33,29
Thomas Ltd,Stacey Barnes,0,1,17,5,0,0.150146,-0.216512,-0.448895,-0.376374,19,29,44,13,17
Thomas Ltd,Marcus Williams,0,0,17,3,1,1.29471,0.673132,0.470004,0.796374,0,4,2,47,45
Thomas Ltd,Ashleigh Woodward,0,0,17,6,0,0.200236,0.554724,-0.271849,1.7995,3,11,16,52,55
Thomas Ltd,Stewart White,0,0,3,1,0,-0.433974,0.280348,-0.572684,1.46042,8,12,26,43,49
Thomas Ltd,Geoffrey Johnson,0,0,14,4,1,0.483154,0.753032,0.957653,0.396778,11,8,10,42,49
Thomas Ltd,Amanda Storey,0,0,1,5,0,0.0595509,-0.827916,0.13537,-0.254446,5,15,26,57,52
Thomas Ltd,Toby Clark,0,0,16,3,0,0.446292,1.68044,1.71206,-0.0131956,17,19,53,19,24
Thomas Ltd,Jordan Jackson,0,0,3,2,0,-1.84876,-1.15103,-1.84703,-0.310305,13,16,33,36,30
Thomas Ltd,Georgina Harvey,0,0,17,2,0,-0.767714,-0.391635,-0.311349,-0.866616,2,4,9,48,55
Thomas Ltd,Bradley Faulkner,1,0,17,2,0,2.1324,-0.702811,-0.562916,-0.0875617,10,16,25,37,22
Thomas Ltd,Natalie Collins,0,0,6,5,0,1.45468,1.94156,-0.631876,1.01515,21,25,35,23,23
Thomas Ltd,Joe Thomas,0,0,15,5,1,0.92253,1.49623,0.490458,1.28518,3,5,3,69,50
Thomas Ltd,Dawn Powell,0,0,9,4,0,-0.473923,-0.315667,-0.273702,-1.26331,4,5,4,61,71
Thomas Ltd,Gordon Begum,0,0,5,3,0,0.1431,-0.488813,-1.34896,-1.52277,9,25,24,31,34
Thomas Ltd,Karl Baldwin,0,0,15,3,1,0.330212,0.706598,3.98897,-0.543834,4,7,4,53,61
Thomas Ltd,Tony Reed,0,0,14,1,1,1.53977,2.20164,-0.123456,2.46194,1,0,5,63,63
Thomas Ltd,Neil Wood,0,0,15,2,0,1.23281,2.53136,2.53598,0.0379249,19,20,38,38,20
Thomas Ltd,Phillip Sanders,0,0,8,5,0,-0.696343,-1.5912,-0.605619,-1.66651,17,38,60,3,16
Thomas Ltd,Terence Bell,0,0,5,1,0,0.355898,0.702533,-0.0957505,-0.726405,16,39,73,10,12
Thomas Ltd,Glenn Stephenson,0,0,0,3,0,-1.12167,-1.58149,-1.24671,-0.112596,2,9,5,46,50
Thomas Ltd,Garry Tomlinson,1,0,12,5,0,0.224087,0.531557,-0.544793,1.62831,10,21,33,42,49
Thomas Ltd,Kieran Bryan,0,0,17,4,0,-0.804038,-0.91555,-0.65067,-0.141131,12,20,51,11,16
Thomas Ltd,Elizabeth Holt,0,0,11,1,0,-0.224711,-0.924584,-1.30233,0.843532,4,0,10,65,57
Thomas Ltd,Robin Williamson,0,0,3,6,0,-0.178596,-0.64938,-0.569871,1.18116,3,8,6,54,55
Thomas Ltd,Janice Thomas,0,0,5,2,0,-1.26776,-1.38747,-1.17751,-1.21145,21,22,41,28,26
Thomas Ltd,Sam Price,0,0,13,1,0,1.42033,0.827834,-0.00217574,-0.547314,18,29,61,13,15
Thomas Ltd,Katie Carpenter,1,0,16,3,0,-0.0199773,1.05351,3.46292,-0.589729,18,28,62,19,18
Thomas Ltd,Aaron Clarke,0,0,14,5,0,-0.588983,-1.12496,-0.979298,0.0628389,13,36,44,35,26
Thomas Ltd,Denise Bibi,0,0,11,6,0,-0.658824,-0.323211,0.343274,-1.39227,14,27,39,28,23
Thomas Ltd,Wayne Quinn,0,0,16,4,0,-0.0262997,0.396686,1.37376,-1.12976,13,31,48,9,3
Thomas Ltd,Melissa Mills,0,0,17,3,0,-0.973741,-0.0487925,-0.356004,-1.11807,10,27,41,22,19
Thomas Ltd,Samuel Wright,0,0,15,2,0,0.0744522,0.223741,-0.196724,-0.685126,8,43,32,11,15
Thomas Ltd,Bernard Bartlett,0,0,1,5,0,0.967425,0.826684,0.510923,0.972107,15,30,38,29,29
Thomas Ltd,Jodie Allen,0,0,3,2,0,0.0871982,-0.741481,-0.660758,-0.804129,18,33,69,7,15
Thomas Ltd,Dylan Fox,0,0,9,4,0,-0.954957,-1.39804,-1.00067,-1.05621,-2,2,9,56,51
Thomas Ltd,Louis Price,0,0,9,5,1,0.824569,0.422423,0.0341266,1.35401,3,8,7,47,51
Thomas Ltd,Charles Brooks,0,0,9,4,0,-0.350837,-0.610017,-0.816424,-1.04732,16,26,38,10,14
Thomas Ltd,Pauline Joyce,0,0,15,3,0,0.599172,0.16116,0.834856,-0.923475,20,47,42,7,2
Thomas Ltd,Dawn Rowe,0,0,0,2,0,-0.541492,-1.3301,-0.675558,0.55532,26,26,42,13,10
Thomas Ltd,Marian Clarke,0,0,3,1,1,0.820484,0.326519,0.347931,1.18994,5,13,25,44,51
Thomas Ltd,Malcolm Wright,0,0,11,5,0,1.09553,0.950214,0.159865,-0.661042,11,22,53,14,14
Thomas Ltd,Carol Taylor,0,0,5,5,0,-0.167084,1.48304,-0.393151,1.23971,7,20,36,32,35
Thomas Ltd,Jean Chapman,0,1,12,6,0,0.564241,-0.664408,0.0229207,0.34595,15,24,30,17,24
Thomas Ltd,Leon Abbott,0,0,0,3,0,-0.744833,-1.28336,-0.57602,-1.75909,7,31,24,38,37
Thomas Ltd,Mohammad Morgan,0,0,1,6,0,0.603601,0.496866,0.492479,0.100305,11,21,42,18,17
Thomas Ltd,Alexandra Webster,0,0,10,5,1,0.71363,2.00177,0.598004,0.709599,3,5,10,40,50
Thomas Ltd,Denise Johnson,0,0,5,6,0,1.04416,1.37979,0.164538,-0.35179,16,28,47,15,13
Thomas Ltd,Barbara Richards,0,0,7,6,0,0.523398,-0.282875,0.160009,1.80521,12,39,39,17,20
Thomas Ltd,Grace Taylor,0,0,15,4,0,-0.373641,-0.841219,2.9236,-1.30509,16,39,51,9,7
Thomas Ltd,Anna Shaw,0,0,12,4,0,0.16058,0.0907605,-0.244435,1.60101,3,23,17,23,45
